"Accession","pvalue","for_change","Type","Values"
"Q8VE97",0.0937594473723235,0.383333333333333,"C3H.HeJ_6",0.07
"O70252",0.366985527849213,0.173333333333333,"C3H.HeJ_6",0.17
"Q8BTI8-3",0.17298537887634,0.196666666666667,"C3H.HeJ_6",-0.07
"Q8BMJ3",0.0820392794625563,-0.206666666666667,"C3H.HeJ_6",0.23
"P54071",0.6062851761329,-0.126666666666667,"C3H.HeJ_6",-0.73
"P80315",0.414702167121031,-0.03,"C3H.HeJ_6",-0.06
"B1AQF4",0.00469995195309552,0.253333333333333,"C3H.HeJ_6",-0.04
"P50518",0.144323900744478,-0.31,"C3H.HeJ_6",-0.11
"Q8K2C9",0.0422836725851908,0.25,"C3H.HeJ_6",0.02
"Q9Z1Q5",0.0751155735104395,0.223333333333333,"C3H.HeJ_6",0.04
"D4AFX7",0.845231226342716,0.02,"C3H.HeJ_6",0
"Q9JHW4",0.0570317211449102,-0.0933333333333333,"C3H.HeJ_6",0.07
"Q62465",0.380738415561906,0.433333333333333,"C3H.HeJ_6",0.01
"Q3TYT1",0.932625543820219,0.0433333333333333,"C3H.HeJ_6",0.08
"O08573",0.360333037612746,-0.15,"C3H.HeJ_6",0.29
"P62838",0.0174821560731274,-0.273333333333333,"C3H.HeJ_6",0.16
"Q3UEG6",0.892057744083482,-0.0166666666666667,"C3H.HeJ_6",0.17
"Q9DCK3",0.0100976696561886,-0.743333333333333,"C3H.HeJ_6",-0.01
"Q9DCF9-2",0.426367593728837,-0.06,"C3H.HeJ_6",0.25
"Q3UPH1",0.141425377964013,-0.136666666666667,"C3H.HeJ_6",-0.05
"Q9JHI5",0.00290795215070205,-0.116666666666667,"C3H.HeJ_6",-0.24
"Q9CY64",0.244960183029463,-0.313333333333333,"C3H.HeJ_6",0.17
"Q9CXW2",0.179467191508225,0.246666666666667,"C3H.HeJ_6",-0.3
"P35762",0.261179836292518,0.173333333333333,"C3H.HeJ_6",-0.54
"Q8BWW4",0.0743478804262072,0.4,"C3H.HeJ_6",0.22
"Q8R0N6",0.127945652666177,0.176666666666667,"C3H.HeJ_6",0.1
"P51881",0.0127763175705684,0.273333333333333,"C3H.HeJ_6",-0.16
"Q91WU0",0.776810492734221,-0.0566666666666667,"C3H.HeJ_6",0.27
"P62900",0.290877058895037,-0.763333333333333,"C3H.HeJ_6",0.16
"P50247",0.0571454408665876,-0.126666666666667,"C3H.HeJ_6",-0.16
"Q60953",0.911929531310801,0.06,"C3H.HeJ_6",-0.09
"Q9D881",0.0142789989521806,0.22,"C3H.HeJ_6",0.2
"P30416",0.0104178020090973,0.28,"C3H.HeJ_6",-0.1
"G5E8V9",0.240400981535721,0.116666666666667,"C3H.HeJ_6",-0.14
"E9Q414",0.200327296653275,0.126666666666667,"C3H.HeJ_6",0.04
"Q62426",0.363898505460689,0.0466666666666667,"C3H.HeJ_6",0.12
"E9Q557",0.837398269720337,0.0366666666666667,"C3H.HeJ_6",-0.05
"Q63932",0.33546856739436,-0.736666666666667,"C3H.HeJ_6",0.07
"Q3UXS0",0.953121236413764,0.00666666666666668,"C3H.HeJ_6",-0.27
"P28665",0.0606123473541808,-0.123333333333333,"C3H.HeJ_6",0.61
"P09055",0.486912078570984,0.0966666666666667,"C3H.HeJ_6",0.35
"Q8K1M3",0.303298664974837,0.0866666666666667,"C3H.HeJ_6",0.11
"Q810B6",0.369854123037363,0.426666666666667,"C3H.HeJ_6",-0.04
"Q9DCY0",0.0200246827049712,-0.466666666666667,"C3H.HeJ_6",0.36
"P16332",0.0189307679485138,-0.12,"C3H.HeJ_6",0.11
"Q9CR51",0.0248134728533578,-0.376666666666667,"C3H.HeJ_6",-0.07
"Q8C483",0.627910807006481,0.06,"C3H.HeJ_6",0.08
"Q9Z172",0.0763823155562155,-0.236666666666667,"C3H.HeJ_6",0.5
"Q9EQU5-2",0.128576653048271,-0.3,"C3H.HeJ_6",0.52
"Q9CQ75",0.0765686197845463,0.283333333333333,"C3H.HeJ_6",-0.45
"Q8K370",0.000644188865727794,0.483333333333333,"C3H.HeJ_6",-0.42
"Q9CXZ1",0.736242420850896,0.0366666666666667,"C3H.HeJ_6",0.22
"Q61703",0.0326245217981846,-0.38,"C3H.HeJ_6",0.33
"Q8BH24",0.810191161634022,0.0266666666666667,"C3H.HeJ_6",0.16
"Q6ZWX6",0.267916171268586,-0.146666666666667,"C3H.HeJ_6",0.01
"Q9EP75",0.727253310892376,-0.0866666666666667,"C3H.HeJ_6",-0.39
"Q8VBV7",0.410265284277194,-0.156666666666667,"C3H.HeJ_6",0.03
"Q9DAW9",0.948980897386205,0.0333333333333333,"C3H.HeJ_6",-0.15
"Q9DC51",0.508952578977395,0.12,"C3H.HeJ_6",-0.12
"Q61510",0.711195803076321,0.03,"C3H.HeJ_6",-0.13
"Q8BH60-2",0.266013747387861,0.41,"C3H.HeJ_6",-0.47
"Q9CPV4",0.490979486376528,-0.0433333333333333,"C3H.HeJ_6",0.15
"Q9CPW4",0.881154709951564,-0.0233333333333333,"C3H.HeJ_6",-0.21
"Q62418",0.927144792024901,-0.01,"C3H.HeJ_6",-0.09
"O08547",0.836799316063491,0.02,"C3H.HeJ_6",0.05
"P11499",0.000177966574332039,0.416666666666667,"C3H.HeJ_6",-0.06
"D3Z5G7",0.0980057013420022,-0.79,"C3H.HeJ_6",0.21
"Q8VC97",0.00559796799636921,-0.65,"C3H.HeJ_6",0.24
"Q8BGH2",0.197147937596541,-0.153333333333333,"C3H.HeJ_6",0.2
"P52825",1.69406450538909e-05,-0.44,"C3H.HeJ_6",-0.09
"Q8BMS4",0.31882658001951,-0.166666666666667,"C3H.HeJ_6",0.04
"Q9D2G2",0.359013527979677,0.26,"C3H.HeJ_6",-0.5
"O70435",0.418794815743788,0.08,"C3H.HeJ_6",-0.13
"E9Q616",0.0443837010156371,0.223333333333333,"C3H.HeJ_6",0
"A4Q9F1",0.92996123481143,0.0133333333333333,"C3H.HeJ_6",-0.09
"Q9R0H0",0.536537608262212,-0.33,"C3H.HeJ_6",-1.09
"P57780",0.0129671887895554,0.19,"C3H.HeJ_6",0.04
"Q9D711",0.11261812222944,0.396666666666667,"C3H.HeJ_6",-0.48
"Q8VI36",0.890713807735562,0.0266666666666667,"C3H.HeJ_6",-0.37
"Q02248",0.519540061789265,-0.163333333333333,"C3H.HeJ_6",0.01
"Q99L13",0.469680195295729,-0.0433333333333333,"C3H.HeJ_6",-0.07
"Q8BVZ1",0.21159094310545,0.383333333333333,"C3H.HeJ_6",-0.64
"E9QNL5",0.247014747875424,-0.306666666666667,"C3H.HeJ_6",-0.82
"G3X972",0.636748453463992,-0.08,"C3H.HeJ_6",0.09
"P60766",0.770146755136317,0.02,"C3H.HeJ_6",0.22
"Q9CZW5",0.822763119498898,0.0133333333333333,"C3H.HeJ_6",-0.04
"Q9Z2I9",0.386504499302433,-0.0766666666666667,"C3H.HeJ_6",-0.11
"Q80XL6",0.0715218290229862,0.153333333333333,"C3H.HeJ_6",0.19
"P61924",0.0173002685272301,-0.41,"C3H.HeJ_6",0.35
"Q91V76",0.511683946292037,0.0533333333333333,"C3H.HeJ_6",-0.29
"Q9D0T1",0.0260240402684351,0.58,"C3H.HeJ_6",-0.01
"Q9QUM9",0.031911508543266,0.253333333333333,"C3H.HeJ_6",-0.05
"P99025",0.0268232469357913,-0.54,"C3H.HeJ_6",0.15
"Q9CPP6",0.0214550959540394,0.83,"C3H.HeJ_6",-0.64
"Q8BFR5",0.552840638357176,0.04,"C3H.HeJ_6",-0.01
"P80314",0.0575221433112767,0.07,"C3H.HeJ_6",-0.13
"Q91YT0",0.639787632476686,0.04,"C3H.HeJ_6",0.01
"P97290",0.610197459430142,-0.0766666666666667,"C3H.HeJ_6",0.08
"A0A087WR50",0.00452284396841418,0.146666666666667,"C3H.HeJ_6",-0.13
"P15626",0.00223521467367054,1.09333333333333,"C3H.HeJ_6",-0.65
"Q64464",0.299310729129147,0.206666666666667,"C3H.HeJ_6",-1.62
"P02088",0.902855153054416,-0.0433333333333333,"C3H.HeJ_6",0.06
"A0A2I3BS49",0.178930274347597,0.256666666666667,"C3H.HeJ_6",-0.14
"P54728",0.38329073188338,-0.0633333333333333,"C3H.HeJ_6",0.19
"Q99J08",0.0114294349689592,-0.283333333333333,"C3H.HeJ_6",0.02
"Q91W50",0.238093810207357,-0.07,"C3H.HeJ_6",0.09
"P58871",0.47610555061896,0.243333333333333,"C3H.HeJ_6",-0.4
"P59017",0.985529199206806,0.00333333333333333,"C3H.HeJ_6",0.08
"P16546",0.202591928157403,0.09,"C3H.HeJ_6",-0.19
"Q924T2",0.16420176318486,0.313333333333333,"C3H.HeJ_6",0.02
"Q91YM4",0.516079172160441,-0.09,"C3H.HeJ_6",-0.17
"A0A1W2P7A1",0.130236628811696,-0.136666666666667,"C3H.HeJ_6",0.13
"Q501J6",0.0211263213825363,-0.376666666666667,"C3H.HeJ_6",0.24
"Q8BWU8",0.0245277886311164,0.353333333333333,"C3H.HeJ_6",0.15
"P62983",0.150864491914328,0.456666666666667,"C3H.HeJ_6",-0.02
"Q9WVM8",0.122377847568571,-0.31,"C3H.HeJ_6",-0.33
"Q8BVQ9",0.0124672166064262,0.136666666666667,"C3H.HeJ_6",0.06
"P24270",0.125333141799455,0.206666666666667,"C3H.HeJ_6",0.25
"P62962",0.0595914215780149,0.346666666666667,"C3H.HeJ_6",0.21
"P70372",0.0623415644726337,-0.153333333333333,"C3H.HeJ_6",0.12
"Q80X81",1,0,"C3H.HeJ_6",0
"Q3UZ39",0.721772673720644,0.0766666666666667,"C3H.HeJ_6",-0.04
"A1BN54",0.249017581007083,0.14,"C3H.HeJ_6",0.21
"P11679",0.00229812652700663,0.79,"C3H.HeJ_6",-0.28
"Q68FL6",0.763998671570518,0.0333333333333333,"C3H.HeJ_6",-0.14
"P45700",0.0515085631693113,-0.203333333333333,"C3H.HeJ_6",0.31
"P28063",0.0177457848967718,0.406666666666667,"C3H.HeJ_6",-0.62
"P54822",0.482141252758619,-0.0866666666666667,"C3H.HeJ_6",0.23
"Q99L20",0.00273137118147645,1.2,"C3H.HeJ_6",-1.52
"P97351",0.534297434747557,-0.0533333333333333,"C3H.HeJ_6",-0.09
"Q8C845",0.733880658805326,0.05,"C3H.HeJ_6",-0.23
"P51150",0.00438962925949293,0.243333333333333,"C3H.HeJ_6",0.11
"P62082",0.697484597117068,0.11,"C3H.HeJ_6",-0.65
"P11438",0.124535956107525,0.583333333333333,"C3H.HeJ_6",0.06
"Q99KV1",0.113509226331655,-0.0766666666666667,"C3H.HeJ_6",0.45
"P23198",0.447438925343193,-0.123333333333333,"C3H.HeJ_6",0.57
"Q9CQC7",0.0236301453300184,-0.22,"C3H.HeJ_6",0.21
"O35386",6.01668790343176e-05,-0.943333333333333,"C3H.HeJ_6",0.39
"P63276",0.0682805644031271,-0.21,"C3H.HeJ_6",0.29
"Q9ERR7",0.230117508037674,0.156666666666667,"C3H.HeJ_6",-0.05
"P01942",0.0460611733373295,4.76,"C3H.HeJ_6",-0.19
"Q8CGF5",0.0123037277489584,0.38,"C3H.HeJ_6",-0.04
"P70398",0.343484406159001,-0.183333333333333,"C3H.HeJ_6",-0.18
"P28650",0.0369334841862994,-0.45,"C3H.HeJ_6",0.91
"Q920A5",0.0143142054975424,-0.553333333333333,"C3H.HeJ_6",-0.22
"Q6A068",0.0877553558384493,-0.346666666666667,"C3H.HeJ_6",0.07
"E9QM77",0.604353061695825,-0.103333333333333,"C3H.HeJ_6",0.05
"Q99M87",0.727241933339388,0.103333333333333,"C3H.HeJ_6",-0.03
"Q8R1G2",0.893631106126496,-0.0233333333333333,"C3H.HeJ_6",-0.7
"Q9JL35",0.0131064001279024,0.446666666666667,"C3H.HeJ_6",-0.14
"P58021",0.103438083247443,-0.206666666666667,"C3H.HeJ_6",0.19
"P48776",0.0220500866238222,0.823333333333333,"C3H.HeJ_6",-0.44
"Q3UEP4",0.0096403743919218,0.653333333333333,"C3H.HeJ_6",-0.03
"B9EHJ3",0.0569193731174765,0.306666666666667,"C3H.HeJ_6",-0.13
"Q9DAK9",0.0391359696773303,-0.39,"C3H.HeJ_6",0.15
"P70362",0.351452716037379,0.09,"C3H.HeJ_6",0.01
"Q8R084",0.0996126932389717,0.19,"C3H.HeJ_6",-0.26
"Q9R0H0-2",0.0585534078220813,-0.16,"C3H.HeJ_6",-0.75
"Q9CYZ2",0.132305024376389,0.14,"C3H.HeJ_6",-0.25
"Q9QZ85",0.00986185371674899,-0.963333333333333,"C3H.HeJ_6",0.35
"F8WJE0",0.0483922637256416,0.26,"C3H.HeJ_6",-0.09
"Q9Z211",0.185278051541579,0.68,"C3H.HeJ_6",0.02
"P62897",0.700799557150305,-0.03,"C3H.HeJ_6",0.31
"Q8BP47",0.0277273807262703,0.133333333333333,"C3H.HeJ_6",-0.03
"P61967",0.640101989028457,-0.0366666666666667,"C3H.HeJ_6",-0.14
"Q9QYY9",0.0437209630162446,-0.303333333333333,"C3H.HeJ_6",0.11
"E9PZ91",0.163970685182226,0.186666666666667,"C3H.HeJ_6",0.12
"Q8R1A8",0.764867901736731,-0.02,"C3H.HeJ_6",0.2
"Q9ES97",0.275549972825024,-0.13,"C3H.HeJ_6",0.1
"O89053",0.835828921289784,0.0466666666666667,"C3H.HeJ_6",0.25
"Q9CZB0",0.142027431079076,-0.316666666666667,"C3H.HeJ_6",0.09
"Q02788",0.483532565282042,0.153333333333333,"C3H.HeJ_6",0.16
"Q3UID0",0.236303512797728,-0.736666666666667,"C3H.HeJ_6",-0.02
"Q61081",0.0117796930476635,0.406666666666667,"C3H.HeJ_6",0.15
"Q9D855",0.502376987934526,-0.0866666666666667,"C3H.HeJ_6",0.02
"Q4VBD2",0.204148471314216,-0.193333333333333,"C3H.HeJ_6",0.17
"Q921T2",0.393368367309321,0.113333333333333,"C3H.HeJ_6",-0.07
"O54734",0.147724326968606,-0.233333333333333,"C3H.HeJ_6",0.3
"P41105",0.881047441372039,0.0133333333333334,"C3H.HeJ_6",0.48
"P60335",0.0826320161195286,-0.14,"C3H.HeJ_6",0.63
"P61222",0.0646745544848042,0.28,"C3H.HeJ_6",-0.22
"Q9JLJ2",0.00205428106417326,-0.48,"C3H.HeJ_6",0.02
"Q91WS0",0.15290093375826,-0.156666666666667,"C3H.HeJ_6",0.06
"Q8BMJ2",0.171247315438139,-0.336666666666667,"C3H.HeJ_6",-0.08
"Q9ESB3",0.70919318779762,-0.0633333333333333,"C3H.HeJ_6",-0.29
"Q9CWK8",0.140635430090831,0.116666666666667,"C3H.HeJ_6",-0.1
"Q9CQ60",0.622278510065512,0.08,"C3H.HeJ_6",0.08
"A0A1W2P7Q9",0.172717217879252,-0.186666666666667,"C3H.HeJ_6",0.15
"Q9EQ32",0.444365229109682,-0.693333333333333,"C3H.HeJ_6",0.21
"P63280",0.325187708632355,-0.226666666666667,"C3H.HeJ_6",0.32
"P21107-2",0.697427787595627,-0.05,"C3H.HeJ_6",0.28
"O08759",0.273494943238655,0.2,"C3H.HeJ_6",-0.3
"P61982",0.0927302539548724,0.533333333333333,"C3H.HeJ_6",-0.09
"Q9D379",0.019361930593597,0.833333333333333,"C3H.HeJ_6",-0.31
"G3UXW9",0.0204989261855705,0.3,"C3H.HeJ_6",-0.17
"Q9WV55",0.923351921646976,0.01,"C3H.HeJ_6",0.04
"Q8CC88",0.483157796883573,-0.04,"C3H.HeJ_6",-0.84
"P51863",0.024905765477879,0.226666666666667,"C3H.HeJ_6",0.04
"Q9CXY6",0.0519703591600694,0.31,"C3H.HeJ_6",-0.06
"P24472",0.0814738382720098,0.293333333333333,"C3H.HeJ_6",-0.45
"Q91WN4",0.277907017748097,-0.14,"C3H.HeJ_6",-0.55
"Q3ULW8",0.320951266597925,-0.216666666666667,"C3H.HeJ_6",1.09
"Q9Z2M7",0.0926020411368956,-0.563333333333333,"C3H.HeJ_6",0.09
"G3UYJ7",0.310973748195263,0.0533333333333333,"C3H.HeJ_6",-0.36
"P97792",0.329773545570195,-0.113333333333333,"C3H.HeJ_6",0.12
"O55125",0.00177469444043631,0.376666666666667,"C3H.HeJ_6",-0.17
"P84096",0.60573056468713,-0.0866666666666667,"C3H.HeJ_6",0.48
"P05784",0.00205113663367189,0.773333333333333,"C3H.HeJ_6",-0.41
"P08226",0.0513930423541543,0.233333333333333,"C3H.HeJ_6",0.11
"P41216",0.0435389344365383,-0.143333333333333,"C3H.HeJ_6",0.53
"Q91VH6",0.233227317962991,-0.19,"C3H.HeJ_6",-0.11
"P23589",0.0079839898895661,-0.726666666666667,"C3H.HeJ_6",-0.37
"P24456",0.234830919706613,0.15,"C3H.HeJ_6",0.13
"P40142",0.12364856659499,-0.243333333333333,"C3H.HeJ_6",0.31
"A0A0R4J0I1",0.00144707098579743,-5.48333333333333,"C3H.HeJ_6",0.03
"Q9WU78",0.66127257837788,0.05,"C3H.HeJ_6",-0.09
"Q99KR3",0.0617169573355222,-0.25,"C3H.HeJ_6",0.02
"Q923B6",0.875480508737959,-0.0166666666666667,"C3H.HeJ_6",0.26
"O88746",0.983853977249222,0.00333333333333335,"C3H.HeJ_6",-0.18
"Q9Z1R9",0.0553055837613432,0.88,"C3H.HeJ_6",0.13
"Q9CXW4",0.503034158312478,-0.0333333333333333,"C3H.HeJ_6",-0.02
"A0A0R4J135",0.000417219887266543,2.42333333333333,"C3H.HeJ_6",-1.7
"P62267",0.0130777898959795,-0.303333333333333,"C3H.HeJ_6",0.25
"Q8R2Y0",0.138790236460271,0.43,"C3H.HeJ_6",-0.26
"P42208",0.033229828185514,0.256666666666667,"C3H.HeJ_6",0.1
"P63085",0.199383268123085,0.09,"C3H.HeJ_6",0.08
"Q3UTJ2-2",0.011948614871816,0.28,"C3H.HeJ_6",0.14
"P17742",0.431830210441641,-0.0633333333333333,"C3H.HeJ_6",0.2
"Q91V89",0.954212588435711,-0.0133333333333333,"C3H.HeJ_6",0.42
"Q8VCN5",0.113756576858775,-0.203333333333333,"C3H.HeJ_6",0.06
"Q9DBW0",0.00600859457819513,-0.696666666666667,"C3H.HeJ_6",0.66
"Q6IFZ6",0.364425728700623,0.933333333333333,"C3H.HeJ_6",1.02
"Q06185",0.153750231492639,-0.24,"C3H.HeJ_6",0.3
"P54823",0.0665510503561285,-0.15,"C3H.HeJ_6",0.17
"O55022",0.076134612361971,0.386666666666667,"C3H.HeJ_6",-0.05
"O09061",0.492326268626083,0.103333333333333,"C3H.HeJ_6",-0.07
"Q6PAV2",0.0321135232148535,-0.3,"C3H.HeJ_6",-0.06
"Q9DC61",0.969307423468096,-0.00333333333333334,"C3H.HeJ_6",-0.02
"Q62167",0.00408409298179673,-0.543333333333333,"C3H.HeJ_6",0.47
"G3X982",0.0863318339122827,-0.533333333333333,"C3H.HeJ_6",2.79
"F6RPJ9",0.359912276540301,-0.263333333333333,"C3H.HeJ_6",-0.1
"Q91X77",0.0485634726014795,-0.3,"C3H.HeJ_6",-1.28
"Q91XE0",0.610297602485999,0.0233333333333333,"C3H.HeJ_6",-0.28
"Q9DBG3",0.023006866871157,-0.0933333333333333,"C3H.HeJ_6",0.12
"Q9D8N2",0.381624804045783,-0.42,"C3H.HeJ_6",0.23
"O08810",0.923355162392093,-0.00666666666666666,"C3H.HeJ_6",0.09
"H7BWY6",0.371797781262597,0.113333333333333,"C3H.HeJ_6",0.26
"Q923B0",0.797747069393746,0.0533333333333333,"C3H.HeJ_6",0.11
"Q9QXD1",0.151534515028364,0.19,"C3H.HeJ_6",-0.18
"B1ATI0",0.360393514418741,0.19,"C3H.HeJ_6",-1.44
"D3YVL0",0.538062815401934,-0.0833333333333333,"C3H.HeJ_6",0.23
"Q9D0F9",0.0155098515046886,-0.34,"C3H.HeJ_6",0.43
"Q9CPQ8",0.0858230271968307,-0.263333333333333,"C3H.HeJ_6",0.47
"P61358",0.476933301846915,-0.163333333333333,"C3H.HeJ_6",-0.17
"P06801",0.855992823711503,-0.02,"C3H.HeJ_6",0.66
"P53810",0.134282748000607,-0.113333333333333,"C3H.HeJ_6",0.13
"E9PVZ8",0.0193189127885494,-0.383333333333333,"C3H.HeJ_6",0.15
"Q8VCF0",0.027840655437115,0.316666666666667,"C3H.HeJ_6",-0.42
"Q91V64",0.0217503945570774,0.313333333333333,"C3H.HeJ_6",0.17
"P29788",0.241256695282206,0.333333333333333,"C3H.HeJ_6",0.02
"Q9DCN2",0.0238922328108776,-0.326666666666667,"C3H.HeJ_6",0.16
"H3BL34",0.00568617539090948,-0.836666666666667,"C3H.HeJ_6",1.26
"Q9CR68",0.931046513473534,-0.00333333333333333,"C3H.HeJ_6",0.11
"O55060",0.000929693801486173,-0.353333333333333,"C3H.HeJ_6",-0.09
"Q6P3A8",0.0057951470888331,0.413333333333333,"C3H.HeJ_6",0.61
"P80316",0.000794292483769313,0.193333333333333,"C3H.HeJ_6",-0.05
"Q8BWY3",0.0694311780754604,0.146666666666667,"C3H.HeJ_6",-0.1
"P04919",0.491617380120381,0.203333333333333,"C3H.HeJ_6",-0.07
"Q8BJU0-2",0.0265275803215973,0.246666666666667,"C3H.HeJ_6",0.02
"Q9CQ62",0.022358604972347,-0.436666666666667,"C3H.HeJ_6",-0.18
"P84089",0.364274836982408,0.0933333333333333,"C3H.HeJ_6",0.3
"Q9D3D9",0.00337955952665653,-0.406666666666667,"C3H.HeJ_6",0.24
"Q91VA7",0.0361492216676569,-0.31,"C3H.HeJ_6",-0.06
"P25444",0.617553936288308,-0.04,"C3H.HeJ_6",0.35
"Q62086",0.345472423985482,-0.0966666666666667,"C3H.HeJ_6",0.35
"E9PZF0",0.183725976677432,-0.286666666666667,"C3H.HeJ_6",0.03
"P31725",0.0489587800000784,1.28333333333333,"C3H.HeJ_6",-0.4
"Q91W39",0.159405262508606,0.703333333333333,"C3H.HeJ_6",-0.07
"Q60598",0.606358706774442,0.0866666666666667,"C3H.HeJ_6",0.09
"Q9JKY7",0.6251422801552,0.0233333333333333,"C3H.HeJ_6",0.19
"P70122",0.41677416365245,-0.176666666666667,"C3H.HeJ_6",0.18
"Q62433",0.955029276648904,0.0233333333333333,"C3H.HeJ_6",-1.01
"O88833",0.0845494831289951,-0.3,"C3H.HeJ_6",-0.95
"Q8K2K6",0.11961988133877,-0.166666666666667,"C3H.HeJ_6",-0.08
"Q8CCJ3",0.538660527091871,0.08,"C3H.HeJ_6",-0.07
"O54774",0.712239203766973,-0.06,"C3H.HeJ_6",0.16
"Q8K010",0.181854899429303,0.146666666666667,"C3H.HeJ_6",-0.13
"P00375",0.00120146102335088,-0.55,"C3H.HeJ_6",0.14
"A0A0R4J1H2",0.305439664660206,-0.18,"C3H.HeJ_6",0.07
"P15532",0.0172028327783294,-0.37,"C3H.HeJ_6",0.25
"Q64152",0.0827091950436394,-0.26,"C3H.HeJ_6",0.07
"Q9CPX4",0.793952541168377,0.113333333333333,"C3H.HeJ_6",0.24
"A0A0R4J0L6",0.147957534664625,0.0766666666666667,"C3H.HeJ_6",-0.08
"Q9Z204-2",0.168828869714603,-0.79,"C3H.HeJ_6",0.25
"P62806",0.113876679748945,0.323333333333333,"C3H.HeJ_6",0.54
"Q91VR2",0.00828090230101282,-0.373333333333333,"C3H.HeJ_6",0.2
"Q9CQV8",0.708619407813006,0.0433333333333333,"C3H.HeJ_6",-0.03
"P11983",0.0807478551692572,0.213333333333333,"C3H.HeJ_6",-0.28
"Q9JMA7",0.018443259689189,1.57,"C3H.HeJ_6",-0.89
"Q91ZH7",0.440186481181708,0.21,"C3H.HeJ_6",0.1
"P42932",0.608972393197252,-0.0266666666666667,"C3H.HeJ_6",0.03
"Q9WUR2-2",0.0587429967405064,0.19,"C3H.HeJ_6",-0.09
"Q8BH95",0.306256233239438,0.0866666666666667,"C3H.HeJ_6",-0.1
"Q61176",0.00333463758369083,0.286666666666667,"C3H.HeJ_6",0.04
"Q8R0Y6",0.696964685805109,-0.02,"C3H.HeJ_6",-0.22
"O35114",0.26777207610426,0.0966666666666667,"C3H.HeJ_6",-0.13
"P53811",0.247712364091865,-0.186666666666667,"C3H.HeJ_6",0.03
"P14869",0.157032856900817,-0.24,"C3H.HeJ_6",0.25
"Q9CWZ3-2",0.282763120243946,-0.103333333333333,"C3H.HeJ_6",0.32
"Q920E5",0.138275296024054,-0.18,"C3H.HeJ_6",-0.25
"J7NUP1",0.41256396641707,-0.146666666666667,"C3H.HeJ_6",-0.28
"Q8K441",0.00227350288729406,-0.413333333333333,"C3H.HeJ_6",0.13
"P01029",0.00300429460483511,1.2,"C3H.HeJ_6",-1.21
"P14733",0.190064540291092,0.153333333333333,"C3H.HeJ_6",-0.07
"Q9DCT2",0.702474753608872,0.0366666666666667,"C3H.HeJ_6",0.2
"P62889",0.0837517007192691,-0.19,"C3H.HeJ_6",0.19
"Q9QWR8",0.775697229401019,-0.103333333333333,"C3H.HeJ_6",-0.18
"Q922Q8",0.358614339208836,-0.0633333333333333,"C3H.HeJ_6",0.21
"Q9CWJ9",1,-6.93889390390723e-18,"C3H.HeJ_6",-0.02
"P14246",0.108211625171162,-0.203333333333333,"C3H.HeJ_6",0.17
"Q8BX70",0.620421836758397,0.153333333333333,"C3H.HeJ_6",0.1
"Q01405",0.871911993423177,-0.0133333333333333,"C3H.HeJ_6",-0.01
"Q8BKZ9",0.00217156124925373,-0.633333333333333,"C3H.HeJ_6",0.13
"Q9R1S7",0.12174684914779,0.44,"C3H.HeJ_6",-0.9
"Q91XE8",0.154253421320059,0.09,"C3H.HeJ_6",-0.01
"P56656",0.0744622053418742,2.03666666666667,"C3H.HeJ_6",0.36
"O08709",0.487441273650781,-0.103333333333333,"C3H.HeJ_6",0.04
"Q920A7",0.218376795527464,0.39,"C3H.HeJ_6",-0.28
"O55143",0.630101181459369,0.06,"C3H.HeJ_6",0.28
"Q8R0W0",0.48192522186476,0.186666666666667,"C3H.HeJ_6",-0.56
"A0A0R4J293",0.75861207465559,-0.07,"C3H.HeJ_6",-0.76
"Q99020",0.922676641242831,-0.0266666666666667,"C3H.HeJ_6",0.25
"Q8BSY0",0.121230352646484,0.17,"C3H.HeJ_6",-0.18
"Q99KR7",0.294772205748533,-0.0566666666666667,"C3H.HeJ_6",0.11
"Q8C5W0",0.133638330689019,-0.29,"C3H.HeJ_6",-0.52
"P53395",0.203574621328705,-0.07,"C3H.HeJ_6",0.17
"F8WJ05",0.576080092537272,-0.133333333333333,"C3H.HeJ_6",0.31
"P35282",0.00271870448829199,-0.31,"C3H.HeJ_6",0.04
"Q9D8T7",0.435831235613892,-0.566666666666667,"C3H.HeJ_6",-0.13
"P47791",0.240488774143907,0.16,"C3H.HeJ_6",-0.3
"P10630-2",0.799873161696005,0.0166666666666667,"C3H.HeJ_6",-0.26
"P17665",0.19526921961941,0.18,"C3H.HeJ_6",0.22
"Q7TQI3",0.154514851590384,-0.24,"C3H.HeJ_6",0.01
"Q920L1",0.357685384595318,-0.23,"C3H.HeJ_6",0.19
"Q91XH5",0.477352822547681,-0.0833333333333333,"C3H.HeJ_6",0.3
"P61458",0.107991482268299,-0.433333333333333,"C3H.HeJ_6",-0.13
"P62911",0.744181480232275,-0.0266666666666667,"C3H.HeJ_6",0.26
"A6X935",0.309557184333939,-0.16,"C3H.HeJ_6",0.25
"P29595",0.762492907811406,-0.0166666666666667,"C3H.HeJ_6",0.17
"Q9Z2G6",0.234150058978793,-0.09,"C3H.HeJ_6",0.01
"Q9D0I9",0.652010298347052,0.04,"C3H.HeJ_6",-0.12
"P24527",0.00332694472261841,-0.88,"C3H.HeJ_6",-0.3
"Q6PDI5",0.180631316249433,0.23,"C3H.HeJ_6",-0.14
"Q9QY30",0.0352305852992056,-0.44,"C3H.HeJ_6",-0.1
"P63242",0.0977687923387421,-0.226666666666667,"C3H.HeJ_6",0.16
